solvent,solute,DGsolv_cosmo,index,can_smiles_solvent,can_smiles_solute,Atom_bond_type_overlap_with_exp,DGsolv,AE,Signed_Err,concat_smiles
OC(C)=O,CC2(C)CCCC1(C)OC21C=CC(C)=O,-11.0977928,698803,CC(=O)O,CC(=O)C=CC12OC1(C)CCCC2(C)C,Y,-11.097755,3.7800000001197986e-05,3.7800000001197986e-05,CC(=O)C=CC12OC1(C)CCCC2(C)C.CC(=O)O
FC(F)(F)C(F)(F)C(F)(F)F,O=C1CCCCCCCCCCCCCCO1,-9.14457283,40183,FC(F)(F)C(F)(F)C(F)(F)F,O=C1CCCCCCCCCCCCCCO1,Y,-9.144639,6.617000000019857e-05,-6.617000000019857e-05,O=C1CCCCCCCCCCCCCCO1.FC(F)(F)C(F)(F)C(F)(F)F
OCCOCCOCCOCCO,OC(C1CCCC1)=O,-8.59164867,834841,OCCOCCOCCOCCO,O=C(O)C1CCCC1,Y,-8.591756,0.00010733000000051618,-0.00010733000000051618,O=C(O)C1CCCC1.OCCOCCOCCOCCO
CO,O=C(c2sccc2)c1sccc1,-11.71583227,362335,CO,O=C(c1cccs1)c1cccs1,Y,-11.716111,0.00027872999999978276,-0.00027872999999978276,O=C(c1cccs1)c1cccs1.CO
CN1CCCCC1=O,CNCC(N)N,-6.59340854,308003,CN1CCCCC1=O,CNCC(N)N,Y,-6.593723,0.00031445999999935026,-0.00031445999999935026,CNCC(N)N.CN1CCCCC1=O
ClCCCl,Cc1c[nH]cn1,-8.42635822,131370,ClCCCl,Cc1c[nH]cn1,Y,-8.426673,0.00031478000000007,-0.00031478000000007,Cc1c[nH]cn1.ClCCCl
OC(C)=O,CN(CC=C)CC=C,-5.18584864,786927,CC(=O)O,C=CCN(C)CC=C,Y,-5.1861734,0.00032476000000070115,-0.00032476000000070115,C=CCN(C)CC=C.CC(=O)O
N#Cc1ccccc1,Cc1[nH]ccn1,-8.65872559,460086,N#Cc1ccccc1,Cc1ncc[nH]1,Y,-8.659109,0.0003834100000013052,-0.0003834100000013052,Cc1ncc[nH]1.N#Cc1ccccc1
CC(Br)Br,OC(=O)c1cc(C)ccc1N,-9.93256321,651278,CC(Br)Br,Cc1ccc(N)c(C(=O)O)c1,Y,-9.933184,0.0006207900000010369,-0.0006207900000010369,Cc1ccc(N)c(C(=O)O)c1.CC(Br)Br
OCC(O)CC,OC(=O)c1cc(C(O)=O)ccn1,-14.90996965,722671,CCC(O)CO,O=C(O)c1ccnc(C(=O)O)c1,Y,-14.909311,0.0006586500000000939,0.0006586500000000939,O=C(O)c1ccnc(C(=O)O)c1.CCC(O)CO
ClC(Cl)=O,OC(=O)C1=NC(=O)NC(=O)N1,-11.55681044,891066,O=C(Cl)Cl,O=C(O)c1nc(=O)[nH]c(=O)[nH]1,Y,-11.557473,0.0006625600000003118,-0.0006625600000003118,O=C(O)c1nc(=O)[nH]c(=O)[nH]1.O=C(Cl)Cl
NCCCC,Cc1cc(C)[nH]c1,-8.44608874,648919,CCCCN,Cc1c[nH]c(C)c1,Y,-8.44538,0.0007087400000003186,0.0007087400000003186,Cc1c[nH]c(C)c1.CCCCN
CCCCCCCCBr,CC(NCC(O)c(ccc2O)cc2C(=O)N)CCc1ccccc1,-19.45454663,644767,CCCCCCCCBr,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,Y,-19.453808,0.0007386300000007395,0.0007386300000007395,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.CCCCCCCCBr
N#CCc1ccccc1,Nc1c(c(N)c(c(N)c1N(=O)=O)N(=O)=O)N(=O)=O,-16.04492176,918562,N#CCc1ccccc1,Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c1[N+](=O)[O-],Y,-16.044132,0.0007897599999999727,0.0007897599999999727,Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c1[N+](=O)[O-].N#CCc1ccccc1
O(c2ccccc2)c1ccccc1,ON=CC(C)=NO,-7.16717003,40494,c1ccc(Oc2ccccc2)cc1,CC(C=NO)=NO,Y,-7.167964,0.0007939699999992555,-0.0007939699999992555,CC(C=NO)=NO.c1ccc(Oc2ccccc2)cc1
FC(F)(F)C(F)(F)C(F)(F)F,CC(=O)N,-2.29350404,839540,FC(F)(F)C(F)(F)C(F)(F)F,CC(N)=O,Y,-2.2926815,0.0008225400000001493,0.0008225400000001493,CC(N)=O.FC(F)(F)C(F)(F)C(F)(F)F
OCCN,CNc2cccc3c2C(=O)c1ccccc1C3=O,-11.95505452,961326,NCCO,CNc1cccc2c1C(=O)c1ccccc1C2=O,Y,-11.954163,0.0008915199999997014,0.0008915199999997014,CNc1cccc2c1C(=O)c1ccccc1C2=O.NCCO
CC1CCCC1,FC(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,-2.26604803,677089,CC1CCCC1,FC(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,Y,-2.2651317,0.0009163299999999097,0.0009163299999999097,FC(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F.CC1CCCC1
BrC(Br)Br,n1nccnc1,-7.21368195,57195,BrC(Br)Br,c1cnncn1,Y,-7.212718,0.0009639500000000467,0.0009639500000000467,c1cnncn1.BrC(Br)Br
OCc1occc1,Fc1ccc(cc1)C(=O)N(C)C,-10.40495367,129985,OCc1ccco1,CN(C)C(=O)c1ccc(F)cc1,Y,-10.405925,0.0009713300000004921,-0.0009713300000004921,CN(C)C(=O)c1ccc(F)cc1.OCc1ccco1
