solvent,solute,DGsolv_cosmo,index,can_smiles_solvent,can_smiles_solute,Atom_bond_type_overlap_with_exp,DGsolv,AE,Signed_Err,concat_smiles
NC(C)C,OCCN1CCCC1=O,-12.96650537,769860,CC(C)N,O=C1CCCN1CCO,Y,-12.966515,9.629999999205552e-06,-9.629999999205552e-06,O=C1CCCN1CCO.CC(C)N
N1CCCC1,ClC(=C)C(=O)N,-9.56221766,52002,C1CCNC1,C=C(Cl)C(N)=O,Y,-9.5622425,2.4840000000025952e-05,-2.4840000000025952e-05,C=C(Cl)C(N)=O.C1CCNC1
O=N(c1ccccc1)=O,FCN(CF)CF,-6.46056226,413255,O=[N+]([O-])c1ccccc1,FCN(CF)CF,Y,-6.4606423,8.0040000000281e-05,-8.0040000000281e-05,FCN(CF)CF.O=[N+]([O-])c1ccccc1
O1CCCC1,n1c[nH]cc1,-9.03133524,473450,C1CCOC1,c1c[nH]cn1,Y,-9.03125,8.524000000065257e-05,8.524000000065257e-05,c1c[nH]cn1.C1CCOC1
ClC(Cl)Cl,Oc2cc(Oc1ccccc1)ccc2,-11.36318824,712779,ClC(Cl)Cl,Oc1cccc(Oc2ccccc2)c1,Y,-11.363283,9.475999999963847e-05,-9.475999999963847e-05,Oc1cccc(Oc2ccccc2)c1.ClC(Cl)Cl
CCCCCCCCCC,Brc5c(Br)c1c(c(Br)c5Br)c(nc1nc3[nH]c(nc4n9)c(c(Br)c6Br)c3c(Br)c6Br)nc2[nH]c(nc9c(c(Br)c7Br)c4c(Br)c7Br)c(c(Br)c8Br)c2c(Br)c8Br,-50.54214949,20255,CCCCCCCCCC,Brc1c(Br)c(Br)c2c(c1Br)-c1nc-2nc2[nH]c(nc3nc(nc4[nH]c(n1)c1c(Br)c(Br)c(Br)c(Br)c41)-c1c(Br)c(Br)c(Br)c(Br)c1-3)c1c(Br)c(Br)c(Br)c(Br)c21,Y,-50.542046,0.00010349000000076103,0.00010349000000076103,Brc1c(Br)c(Br)c2c(c1Br)-c1nc-2nc2[nH]c(nc3nc(nc4[nH]c(n1)c1c(Br)c(Br)c(Br)c(Br)c41)-c1c(Br)c(Br)c(Br)c(Br)c1-3)c1c(Br)c(Br)c(Br)c(Br)c21.CCCCCCCCCC
CC(Cl)(Cl)Cl,CC1=CC(=O)NC=C1,-9.60888914,496874,CC(Cl)(Cl)Cl,Cc1cc[nH]c(=O)c1,Y,-9.608598,0.0002911399999998565,0.0002911399999998565,Cc1cc[nH]c(=O)c1.CC(Cl)(Cl)Cl
CN(=O)=O,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,-31.17069023,164857,C[N+](=O)[O-],COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,Y,-31.170338,0.00035223000000073057,0.00035223000000073057,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC.C[N+](=O)[O-]
Nc1ccccc1,CC2CC(=O)C=C1CCC(CC21C)C(C)=C,-13.87293022,511916,Nc1ccccc1,C=C(C)C1CCC2=CC(=O)CC(C)C2(C)C1,Y,-13.8724785,0.0004517200000009325,0.0004517200000009325,C=C(C)C1CCC2=CC(=O)CC(C)C2(C)C1.Nc1ccccc1
ClCCl,FC(F)(F)C(F)(F)C(O)(C)C(F)(F)F,-3.89996679,502968,ClCCl,CC(O)(C(F)(F)F)C(F)(F)C(F)(F)F,Y,-3.8995116,0.00045519000000027177,0.00045519000000027177,CC(O)(C(F)(F)F)C(F)(F)C(F)(F)F.ClCCl
