solvent,solute,DGsolv_cosmo,index,can_smiles_solvent,can_smiles_solute,Atom_bond_type_overlap_with_exp,DGsolv,AE,Signed_Err,concat_smiles
ClC(Cl)Cl,FC(F)(F)C(O)C(F)(F)Cl,-3.83453038,613538,ClC(Cl)Cl,OC(C(F)(F)F)C(F)(F)Cl,Y,-3.8344707,5.968000000011742e-05,5.968000000011742e-05,OC(C(F)(F)F)C(F)(F)Cl.ClC(Cl)Cl
COc1ccccc1,CC1=CC(=CC(C)=C1O)C1=NC2=CC=CC=C2O1,-14.78788886,734778,COc1ccccc1,Cc1cc(-c2nc3ccccc3o2)cc(C)c1O,Y,-14.787783,0.00010586000000145646,0.00010586000000145646,Cc1cc(-c2nc3ccccc3o2)cc(C)c1O.COc1ccccc1
C#N,C=CCN(CC=C)C#N,-10.630676,474621,C#N,C=CCN(C#N)CC=C,Y,-10.6308365,0.00016049999999978581,-0.00016049999999978581,C=CCN(C#N)CC=C.C#N
O=S=O,Brc1cc(Br)c(Br)cc1Br,-10.99220079,947666,O=S=O,Brc1cc(Br)c(Br)cc1Br,Y,-10.991879,0.0003217899999992113,0.0003217899999992113,Brc1cc(Br)c(Br)cc1Br.O=S=O
NC(C)C,OC(C)N(C)C,-7.51240204,277914,CC(C)N,CC(O)N(C)C,Y,-7.5118976,0.0005044399999993843,0.0005044399999993843,CC(O)N(C)C.CC(C)N
OCCS,NCCN1CCOCC1,-10.34437324,339848,OCCS,NCCN1CCOCC1,Y,-10.344885,0.0005117600000001943,-0.0005117600000001943,NCCN1CCOCC1.OCCS
CCCl,CCCCC(OCC(COC(CCCC)=O)(COC(CCCC)=O)COC(CCCC)=O)=O,-20.65682326,495982,CCCl,CCCCC(=O)OCC(COC(=O)CCCC)(COC(=O)CCCC)COC(=O)CCCC,Y,-20.656296,0.000527259999998364,0.000527259999998364,CCCCC(=O)OCC(COC(=O)CCCC)(COC(=O)CCCC)COC(=O)CCCC.CCCl
OCc1occc1,OCC=C(C)C#C,-7.43714514,949752,OCc1ccco1,C#CC(C)=CCO,Y,-7.436571,0.0005741400000003338,0.0005741400000003338,C#CC(C)=CCO.OCc1ccco1
BrCCBr,Cc1ccc(cc1)S(=O)(=O)N,-13.20036991,1125,BrCCBr,Cc1ccc(S(N)(=O)=O)cc1,Y,-13.200946,0.0005760900000009173,-0.0005760900000009173,Cc1ccc(S(N)(=O)=O)cc1.BrCCBr
CN(C)P(=O)(N(C)C)N(C)C,CC(C)c(cccc1O)c1O,-14.17542514,15647,CN(C)P(=O)(N(C)C)N(C)C,CC(C)c1cccc(O)c1O,Y,-14.17602,0.0005948599999996418,-0.0005948599999996418,CC(C)c1cccc(O)c1O.CN(C)P(=O)(N(C)C)N(C)C
CCCOCC(O)C,Clc1ccc(cc1)S(=O)(=O)NS(c(cc2)ccc2Cl)(=O)=O,-21.73196153,314521,CCCOCC(C)O,O=S(=O)(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,Y,-21.732649,0.0006874699999990241,-0.0006874699999990241,O=S(=O)(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1.CCCOCC(C)O
NCCCN,Cn1cnc(n2C)c1c(=O)[nH]c2=O,-15.86301291,910800,NCCCN,Cn1cnc2c1c(=O)[nH]c(=O)n2C,Y,-15.862306,0.000706909999999894,0.000706909999999894,Cn1cnc2c1c(=O)[nH]c(=O)n2C.NCCCN
CN(=O)=O,Clc1cc(Cl)c(Cl)c(c1Cl)N(=O)=O,-8.80756777,445131,C[N+](=O)[O-],O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,Y,-8.806833,0.0007347700000011059,0.0007347700000011059,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl.C[N+](=O)[O-]
CN(=O)=O,NS(=O)(=O)C1=CC=C2NC(=NC2=C1)C1=CSC=N1,-23.06558617,263913,C[N+](=O)[O-],NS(=O)(=O)c1ccc2[nH]c(-c3cscn3)nc2c1,Y,-23.066328,0.0007418299999990552,-0.0007418299999990552,NS(=O)(=O)c1ccc2[nH]c(-c3cscn3)nc2c1.C[N+](=O)[O-]
CI,O=C(c1ccncc1)N,-11.05155368,13402,CI,NC(=O)c1ccncc1,Y,-11.050763,0.0007906799999997105,0.0007906799999997105,NC(=O)c1ccncc1.CI
NCCCN(C)C,OCC(F)F,-7.06372356,908461,CN(C)CCCN,OCC(F)F,Y,-7.0628386,0.0008849599999996016,0.0008849599999996016,OCC(F)F.CN(C)CCCN
