solvent,solute,DGsolv_cosmo,index,can_smiles_solvent,can_smiles_solute,Atom_bond_type_overlap_with_exp,DGsolv,AE,Signed_Err,concat_smiles
CNc1ccccc1,OC(=O)C1=CC=C(C=C1)C1=CNC2=C1C=C(C=N2)C1=CC=CC=C1,-22.56623737,411439,CNc1ccccc1,O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1,Y,-22.566229,8.369999999757738e-06,8.369999999757738e-06,O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1.CNc1ccccc1
O=C1CCCC1,OC(CCCCCCCCCCCCCCC(O)=O)=O,-21.38336455,608122,O=C1CCCC1,O=C(O)CCCCCCCCCCCCCCC(=O)O,Y,-21.383379,1.4450000001886565e-05,-1.4450000001886565e-05,O=C(O)CCCCCCCCCCCCCCC(=O)O.O=C1CCCC1
OCCO,OC(COc(nc1Cl)c(Cl)cc1Cl)=O,-13.49516964,599269,OCCO,O=C(O)COc1nc(Cl)c(Cl)cc1Cl,Y,-13.495153,1.6640000000123223e-05,1.6640000000123223e-05,O=C(O)COc1nc(Cl)c(Cl)cc1Cl.OCCO
BrC(Br)Br,c(ccc1c2ccccc2C5c3ccccc3c4ccccc64)cc1C65,-18.8465185,386618,BrC(Br)Br,c1ccc2c(c1)-c1ccccc1C1c3ccccc3-c3ccccc3C21,Y,-18.846807,0.0002884999999999138,-0.0002884999999999138,c1ccc2c(c1)-c1ccccc1C1c3ccccc3-c3ccccc3C21.BrC(Br)Br
CC(C)OC(C)C,OC1=CC=C(C=C1)N1N=C2C=CC(O)=CC2=C1Cl,-19.78673409,330031,CC(C)OC(C)C,Oc1ccc(-n2nc3ccc(O)cc3c2Cl)cc1,Y,-19.786173,0.0005610899999979324,0.0005610899999979324,Oc1ccc(-n2nc3ccc(O)cc3c2Cl)cc1.CC(C)OC(C)C
C#N,O=C(NC1=O)NC(=O)C1=O,-14.85864494,734030,C#N,O=C1NC(=O)C(=O)C(=O)N1,Y,-14.8592205,0.0005755599999996974,-0.0005755599999996974,O=C1NC(=O)C(=O)C(=O)N1.C#N
NCCCN,OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,-17.28403579,527823,NCCCN,O=C(O)C(c1ccccc1)c1ccccc1,Y,-17.283394,0.0006417899999995313,0.0006417899999995313,O=C(O)C(c1ccccc1)c1ccccc1.NCCCN
CCCCNCCCC,FC(F)(F)C(F)(O)C,-6.4545067,523597,CCCCNCCCC,CC(O)(F)C(F)(F)F,Y,-6.455182,0.0006753000000001563,-0.0006753000000001563,CC(O)(F)C(F)(F)F.CCCCNCCCC
Clc2c1ccccc1ccc2,OC(O)=O,-4.39611968,101277,Clc1cccc2ccccc12,O=C(O)O,Y,-4.395366,0.0007536799999998678,0.0007536799999998678,O=C(O)O.Clc1cccc2ccccc12
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)Oc1ccc(cc1)C(=O)NS(c(cc2)ccc2N)(=O)=O,-12.48086108,512086,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)Oc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1,Y,-12.481865,0.001003920000000491,-0.001003920000000491,CC(C)Oc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCC(O)(C)C,CC(C)(C(O)=O)C(O)=O,-13.53385081,596277,CCC(C)(C)O,CC(C)(C(=O)O)C(=O)O,Y,-13.532843,0.0010078100000008305,0.0010078100000008305,CC(C)(C(=O)O)C(=O)O.CCC(C)(C)O
O=CN,CS(=O)(=O)N,-12.33297999,743650,NC=O,CS(N)(=O)=O,Y,-12.331903,0.0010769899999996113,0.0010769899999996113,CS(N)(=O)=O.NC=O
COC(C)=O,O=N(=O)c1oc(cc1)C=NNC(=O)N,-17.96988482,135393,COC(C)=O,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,Y,-17.970987,0.0011021800000001747,-0.0011021800000001747,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1.COC(C)=O
