solvent,solute,DGsolv_cosmo,index,can_smiles_solvent,can_smiles_solute,Atom_bond_type_overlap_with_exp,DGsolv,AE,Signed_Err,concat_smiles
NCCN,CN3c1ccccc1C(=O)c2ccccc32,-12.403677499999999,68319,NCCN,Cn1c2ccccc2c(=O)c2ccccc21,Y,-12.403494,0.00018349999999855982,0.00018349999999855982,Cn1c2ccccc2c(=O)c2ccccc21.NCCN
Cc1nc(C)ccc1,FC(F)(F)C(F)(C)C(F)(F)O,-10.1455886,780163,Cc1cccc(C)n1,CC(F)(C(O)(F)F)C(F)(F)F,Y,-10.145904,0.0003153999999998547,-0.0003153999999998547,CC(F)(C(O)(F)F)C(F)(F)F.Cc1cccc(C)n1
OCC1CCCO1,Nc1[nH]nnn1,-17.86276721,657382,OCC1CCCO1,Nc1nnn[nH]1,Y,-17.86221,0.0005572100000001967,0.0005572100000001967,Nc1nnn[nH]1.OCC1CCCO1
ClC(Cl)C(O)=O,CCOC(=O)c1ccccn1,-14.34319073,863677,O=C(O)C(Cl)Cl,CCOC(=O)c1ccccn1,Y,-14.343982,0.0007912700000005657,-0.0007912700000005657,CCOC(=O)c1ccccn1.O=C(O)C(Cl)Cl
CCN(CC)C(C)=O,OC(=O)c1c(O)cc(O)cc1O,-20.93124335,200535,CCN(CC)C(C)=O,O=C(O)c1c(O)cc(O)cc1O,Y,-20.932047,0.0008036500000017099,-0.0008036500000017099,O=C(O)c1c(O)cc(O)cc1O.CCN(CC)C(C)=O
NCCCN,Brc1ccc(cc1C)NC(=O)N,-20.47348812,740017,NCCCN,Cc1cc(NC(N)=O)ccc1Br,Y,-20.472399,0.0010891199999996104,0.0010891199999996104,Cc1cc(NC(N)=O)ccc1Br.NCCCN
CCN1CCCC1=O,FC(F)(OC1(F)F)OC(F)(F)C1=O,-2.43856197,179359,CCN1CCCC1=O,O=C1C(F)(F)OC(F)(F)OC1(F)F,Y,-2.4401686000000002,0.0016066300000003864,-0.0016066300000003864,O=C1C(F)(F)OC(F)(F)OC1(F)F.CCN1CCCC1=O
OCCCCCCCC,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2,-23.85462585,354037,CCCCCCCCO,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,Y,-23.856254999999997,0.0016291499999958603,-0.0016291499999958603,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23.CCCCCCCCO
OCCS,FC(F)(F)C=N,-3.16462594,146895,OCCS,N=CC(F)(F)F,Y,-3.1624799,0.00214603999999996,0.00214603999999996,N=CC(F)(F)F.OCCS
CCOC(C)(C)C,FC(F)(F)C(C(F)(F)F)=N,-2.96331396,892743,CCOC(C)(C)C,N=C(C(F)(F)F)C(F)(F)F,Y,-2.9609389999999998,0.002374960000000037,0.002374960000000037,N=C(C(F)(F)F)C(F)(F)F.CCOC(C)(C)C
