solvent,solute,DGsolv_cosmo,index,can_smiles_solvent,can_smiles_solute,Atom_bond_type_overlap_with_exp,DGsolv,AE,Signed_Err,concat_smiles
NCCCC,Clc1ccc(cc1)S(O)(=O)=O,-18.20540418,559843,CCCCN,O=S(=O)(O)c1ccc(Cl)cc1,Y,-18.205399,5.179999998716767e-06,5.179999998716767e-06,O=S(=O)(O)c1ccc(Cl)cc1.CCCCN
C1CC=CCC1,Cc1c[nH]c(=O)[nH]c1=O,-9.26513984,750597,C1=CCCCC1,Cc1c[nH]c(=O)[nH]c1=O,Y,-9.2651825,4.266000000008319e-05,-4.266000000008319e-05,Cc1c[nH]c(=O)[nH]c1=O.C1=CCCCC1
C#N,COc1ccc(cc1Cl)NC(=O)N(C)C,-18.58136596,823444,C#N,COc1ccc(NC(=O)N(C)C)cc1Cl,Y,-18.581478,0.00011204000000120118,-0.00011204000000120118,COc1ccc(NC(=O)N(C)C)cc1Cl.C#N
CCN(=O)=O,FC(F)(F)OC(F)(F)C(C(F)(F)F)=O,-1.10569724,446794,CC[N+](=O)[O-],O=C(C(F)(F)F)C(F)(F)OC(F)(F)F,Y,-1.1055804,0.00011684000000000694,0.00011684000000000694,O=C(C(F)(F)F)C(F)(F)OC(F)(F)F.CC[N+](=O)[O-]
CCOP(OCC)(OCC)=O,C(c4ccccc4)C(c3ccccc3)(c2ccccc2)c1ccccc1,-16.87694984,27344,CCOP(=O)(OCC)OCC,c1ccc(CC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Y,-16.877117,0.00016715999999661335,-0.00016715999999661335,c1ccc(CC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1.CCOP(=O)(OCC)OCC
ClC(Cl)Cl,OC(N)C,-5.02518109,966049,ClC(Cl)Cl,CC(N)O,Y,-5.024917,0.0002640899999999391,0.0002640899999999391,CC(N)O.ClC(Cl)Cl
O1CCCC1,CC(C)CN(N=O)C(=O)N,-10.07587956,227315,C1CCOC1,CC(C)CN(N=O)C(N)=O,Y,-10.076295,0.00041543999999937853,-0.00041543999999937853,CC(C)CN(N=O)C(N)=O.C1CCOC1
NCCC,CNC(=O)N,-11.10152874,112951,CCCN,CNC(N)=O,Y,-11.101103,0.00042573999999895307,0.00042573999999895307,CNC(N)=O.CCCN
FCCCCCCCC,FC(F)C(F)(F)C(F)(F)C(F)(F)O,-6.98784339,540795,CCCCCCCCF,OC(F)(F)C(F)(F)C(F)(F)C(F)F,Y,-6.987412,0.0004313900000001425,0.0004313900000001425,OC(F)(F)C(F)(F)C(F)(F)C(F)F.CCCCCCCCF
n1ccccc1,OC(C)C(OC(C)C(OC(C)C(O)=O)=O)=O,-17.13653291,293272,c1ccncc1,CC(O)C(=O)OC(C)C(=O)OC(C)C(=O)O,Y,-17.137268,0.0007350899999991611,-0.0007350899999991611,CC(O)C(=O)OC(C)C(=O)OC(C)C(=O)O.c1ccncc1
ClC(=C)C=C,FC(F)(F)c1cc(C(C#N)C#N)ccc1,-10.53019995,246828,C=CC(=C)Cl,N#CC(C#N)c1cccc(C(F)(F)F)c1,Y,-10.530943,0.0007430500000005225,-0.0007430500000005225,N#CC(C#N)c1cccc(C(F)(F)F)c1.C=CC(=C)Cl
CCI,CCOC(C(O)C(O)C(OCC)=O)=O,-10.69130613,352831,CCI,CCOC(=O)C(O)C(O)C(=O)OCC,Y,-10.690554,0.0007521299999986297,0.0007521299999986297,CCOC(=O)C(O)C(O)C(=O)OCC.CCI
C(c2ccccc2)c1ccccc1,O=P(c3ccccc3)(c2ccccc2)c1ccccc1,-16.41131344,885494,c1ccc(Cc2ccccc2)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,Y,-16.412088,0.0007745599999999797,-0.0007745599999999797,O=P(c1ccccc1)(c1ccccc1)c1ccccc1.c1ccc(Cc2ccccc2)cc1
CC(CC(C)=O)=O,OC1=NC(=N)NC2=C1NC=C2,-18.3414586,222614,CC(=O)CC(C)=O,N=c1nc(O)c2[nH]ccc2[nH]1,Y,-18.34057,0.0008885999999996841,0.0008885999999996841,N=c1nc(O)c2[nH]ccc2[nH]1.CC(=O)CC(C)=O
ClB(Cl)Cl,FC(F)(F)C(F)(F)C(O)(C(F)(F)F)C(F)(F)F,-3.2595032,582293,ClB(Cl)Cl,OC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,Y,-3.260511,0.0010078000000000031,-0.0010078000000000031,OC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F.ClB(Cl)Cl
c2nc1ccccc1cc2,CC(=O)c(cc1)ccc1O,-13.89232435,295988,c1ccc2ncccc2c1,CC(=O)c1ccc(O)cc1,Y,-13.893405,0.001080649999998684,-0.001080649999998684,CC(=O)c1ccc(O)cc1.c1ccc2ncccc2c1
COCCOCCOCCOCCOC,Cn1ccc(=O)n(C)c1=O,-11.22791865,801721,COCCOCCOCCOCCOC,Cn1ccc(=O)n(C)c1=O,Y,-11.226666,0.0012526499999996332,0.0012526499999996332,Cn1ccc(=O)n(C)c1=O.COCCOCCOCCOCCOC
C#N,O=C1CCCCCCCCC1,-10.96515366,215108,C#N,O=C1CCCCCCCCC1,Y,-10.96643,0.001276340000000431,-0.001276340000000431,O=C1CCCCCCCCC1.C#N
N#CCCCC#N,Oc(ccc32)cc2C(=O)c1ccc(O)cc1C3=O,-20.80264317,190172,N#CCCCC#N,O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21,Y,-20.801237,0.0014061699999992072,0.0014061699999992072,O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21.N#CCCCC#N
ClC(Cl)Cl,c(cc1)ccc1c3nnnn3c2ccccc2,-17.12314473,701377,ClC(Cl)Cl,c1ccc(-c2nnnn2-c2ccccc2)cc1,Y,-17.12168,0.0014647299999985819,0.0014647299999985819,c1ccc(-c2nnnn2-c2ccccc2)cc1.ClC(Cl)Cl
NCCCN,OC2(C)C1CC(CC1)C2(C)C,-9.45886863,360886,NCCCN,CC1(C)C2CCC(C2)C1(C)O,Y,-9.45735,0.0015186299999996322,0.0015186299999996322,CC1(C)C2CCC(C2)C1(C)O.NCCCN
CCOCCOCCOCC,Clc2cc1non(=O)c1cc2,-8.9326932,119246,CCOCCOCCOCC,[O-][n+]1onc2cc(Cl)ccc21,Y,-8.934304,0.0016107999999999123,-0.0016107999999999123,[O-][n+]1onc2cc(Cl)ccc21.CCOCCOCCOCC
