solvent,solute,DGsolv_cosmo,index,can_smiles_solvent,can_smiles_solute,Atom_bond_type_overlap_with_exp,DGsolv,AE,Signed_Err,concat_smiles
NCCC,N1C=CC(=N1)C1=NC2=CC=CC=C2N1,-20.97323088,811021,CCCN,c1ccc2[nH]c(-c3cc[nH]n3)nc2c1,Y,-20.973164,6.68799999985481e-05,6.68799999985481e-05,c1ccc2[nH]c(-c3cc[nH]n3)nc2c1.CCCN
Cc1nc(C)ccc1,CN(C)c2ccc(cc2)C(=O)c(cc1)ccc1N(C)C,-18.39916399,761136,Cc1cccc(C)n1,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,Y,-18.399002,0.0001619900000022767,0.0001619900000022767,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1.Cc1cccc(C)n1
OCC1CCCO1,OCCN(CC)c1ccc(N=Nc2ccc(cc2Cl)N(=O)=O)cc1,-25.01952716,904646,OCC1CCCO1,CCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,Y,-25.019712,0.0001848399999992978,-0.0001848399999992978,CCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1.OCC1CCCO1
CN1CCCC1,CN1CCCNC1=S,-11.27971582,129069,CN1CCCC1,CN1CCCNC1=S,Y,-11.279946,0.00023018000000085692,-0.00023018000000085692,CN1CCCNC1=S.CN1CCCC1
CCCCCCCCN(CCCCCCCC)CCCCCCCC,O=C2NC(c1ccccc21)=O,-8.61247328,176053,CCCCCCCCN(CCCCCCCC)CCCCCCCC,O=C1NC(=O)c2ccccc21,Y,-8.612759,0.000285720000000822,-0.000285720000000822,O=C1NC(=O)c2ccccc21.CCCCCCCCN(CCCCCCCC)CCCCCCCC
ClC(Cl)C(O)=O,CC(C)(C)C(=O)N,-12.99143245,117208,O=C(O)C(Cl)Cl,CC(C)(C)C(N)=O,Y,-12.991128,0.0003044499999997896,0.0003044499999997896,CC(C)(C)C(N)=O.O=C(O)C(Cl)Cl
C1OC1,Nc1ccc(C#N)cc1,-13.16706738,317417,C1CO1,N#Cc1ccc(N)cc1,Y,-13.16758,0.0005126199999985204,-0.0005126199999985204,N#Cc1ccc(N)cc1.C1CO1
OCCCl,CC(CN(CC(C)(N(=O)=O)N(=O)=O)N=O)(N(=O)=O)N(=O)=O,-14.15629768,805186,OCCCl,CC(CN(CC(C)([N+](=O)[O-])[N+](=O)[O-])N=O)([N+](=O)[O-])[N+](=O)[O-],Y,-14.155714,0.0005836800000000864,0.0005836800000000864,CC(CN(CC(C)([N+](=O)[O-])[N+](=O)[O-])N=O)([N+](=O)[O-])[N+](=O)[O-].OCCCl
CCNC=O,CN1CCCNC1=S,-12.17862751,500438,CCNC=O,CN1CCCNC1=S,Y,-12.177962,0.0006655099999992586,0.0006655099999992586,CN1CCCNC1=S.CCNC=O
Oc1cc(C)ccc1,c(cc1)ccc1N=CNc2ccccc2,-14.67141532,206010,Cc1cccc(O)c1,C(=Nc1ccccc1)Nc1ccccc1,Y,-14.67219,0.0007746800000010268,-0.0007746800000010268,C(=Nc1ccccc1)Nc1ccccc1.Cc1cccc(O)c1
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,CCN(CC)c2ccc(cc2)C(=O)c(cc1)ccc1N(CC)CC,-18.94520863,752540,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,CCN(CC)c1ccc(C(=O)c2ccc(N(CC)CC)cc2)cc1,Y,-18.944368,0.0008406299999990097,0.0008406299999990097,CCN(CC)c1ccc(C(=O)c2ccc(N(CC)CC)cc2)cc1.CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC
NCCCN(C)C,FC(F)(F)C(C)C(O)(C)C(F)(F)F,-10.33728168,984287,CN(C)CCCN,CC(C(F)(F)F)C(C)(O)C(F)(F)F,Y,-10.338161,0.0008793199999992396,-0.0008793199999992396,CC(C(F)(F)F)C(C)(O)C(F)(F)F.CN(C)CCCN
