solvent,solute,DGsolv_cosmo,index,can_smiles_solvent,can_smiles_solute,Atom_bond_type_overlap_with_exp,DGsolv,AE,Signed_Err,concat_smiles
ClC(Cl)C(O)=O,COC(OC)CCl,-7.84796759,774733,O=C(O)C(Cl)Cl,COC(CCl)OC,Y,-7.8478594,0.00010818999999973045,0.00010818999999973045,COC(CCl)OC.O=C(O)C(Cl)Cl
ClC(Cl)C(O)=O,Nc2c1ccccc1ncc2,-16.56926036,189127,O=C(O)C(Cl)Cl,Nc1ccnc2ccccc12,Y,-16.569504000000002,0.00024364000000076658,-0.00024364000000076658,Nc1ccnc2ccccc12.O=C(O)C(Cl)Cl
ClCBr,OCC(C1(O)CCC4C3CCC2=CC(=O)C=CC2(C)C3C(CC41C)=O)=O,-23.9853602,630112,ClCBr,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,Y,-23.985,0.0003601999999993666,0.0003601999999993666,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO.ClCBr
NCc1ccccc1,FC(F)(F)C(=O)N,-10.71069389,782083,NCc1ccccc1,NC(=O)C(F)(F)F,Y,-10.711164,0.0004701100000001901,-0.0004701100000001901,NC(=O)C(F)(F)F.NCc1ccccc1
CO,CCN(CC)c1ccncc1,-11.24030329,640084,CO,CCN(CC)c1ccncc1,Y,-11.240791,0.000487709999999808,-0.000487709999999808,CCN(CC)c1ccncc1.CO
OCCCCCC,ON1C2=CC=CN=C2C(=C1C1=CC=NC=C1)C1=CC=C(F)C=C1,-21.92508316,303247,CCCCCCO,On1c(-c2ccncc2)c(-c2ccc(F)cc2)c2ncccc21,Y,-21.925587,0.0005038400000003662,-0.0005038400000003662,On1c(-c2ccncc2)c(-c2ccc(F)cc2)c2ncccc21.CCCCCCO
OC1CCCCC1,Nc1oc(C)nn1,-11.94462108,901727,OC1CCCCC1,Cc1nnc(N)o1,Y,-11.944107,0.000514079999998529,0.000514079999998529,Cc1nnc(N)o1.OC1CCCCC1
CCCCNCCCC,Fc1ccccc1C(=O)NO,-7.73859065,323383,CCCCNCCCC,O=C(NO)c1ccccc1F,Y,-7.7392080000000005,0.0006173500000006271,-0.0006173500000006271,O=C(NO)c1ccccc1F.CCCCNCCCC
O,CN3c1ccccc1C(=O)c2ccccc32,-10.99954294,257750,O,Cn1c2ccccc2c(=O)c2ccccc21,Y,-11.000216499999999,0.0006735599999991848,-0.0006735599999991848,Cn1c2ccccc2c(=O)c2ccccc21.O
ClC(Cl)C(O)=O,O=C1CCCCCCCC=CCCCCCC1,-16.09032667,761578,O=C(O)C(Cl)Cl,O=C1CCCCCCC=CCCCCCCC1,Y,-16.08965,0.000676670000000712,0.000676670000000712,O=C1CCCCCCC=CCCCCCCC1.O=C(O)C(Cl)Cl
Cc1ccccn1,Nc(cnc1c2N)nc1ncn2,-18.47207337,32958,Cc1ccccn1,Nc1cnc2c(N)ncnc2n1,Y,-18.471321,0.0007523700000007238,0.0007523700000007238,Nc1cnc2c(N)ncnc2n1.Cc1ccccn1
ClC(Cl)C(O)=O,C(c2cc3)c1ccccc1c2nc3,-13.45643046,163196,O=C(O)C(Cl)Cl,c1ccc2c(c1)Cc1cccnc1-2,Y,-13.457294000000001,0.0008635400000009952,-0.0008635400000009952,c1ccc2c(c1)Cc1cccnc1-2.O=C(O)C(Cl)Cl
ClC(Cl)C(O)=O,CC2CCC1(C)C(C)=CCCC1(C)C2OC=O,-13.13094936,290217,O=C(O)C(Cl)Cl,CC1=CCCC2(C)C(OC=O)C(C)CCC12C,Y,-13.13185,0.000900639999999342,-0.000900639999999342,CC1=CCCC2(C)C(OC=O)C(C)CCC12C.O=C(O)C(Cl)Cl
N#CCc1ccccc1,Nc2[nH]c1ccccc1n2,-14.1751152,449276,N#CCc1ccccc1,Nc1nc2ccccc2[nH]1,Y,-14.174161999999999,0.0009532000000014307,0.0009532000000014307,Nc1nc2ccccc2[nH]1.N#CCc1ccccc1
Cc1ccccn1,CCN(CC)c2ccc(N=Nc1ccc(cc1)N(=O)=O)cc2,-20.70551058,934480,Cc1ccccn1,CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,Y,-20.706505,0.0009944200000013836,-0.0009944200000013836,CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1.Cc1ccccn1
n1ccccc1,Nc(cnc1c2N)nc1ncn2,-19.03426485,960566,c1ccncc1,Nc1cnc2c(N)ncnc2n1,Y,-19.033108,0.0011568500000009863,0.0011568500000009863,Nc1cnc2c(N)ncnc2n1.c1ccncc1
c1ccccc1,Nc2ccc(cc2)S(=O)(=O)Nc1ncccn1,-19.49427535,351064,c1ccccc1,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,Y,-19.493060999999997,0.001214350000001474,0.001214350000001474,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1.c1ccccc1
CCCCCCCCN(CCCCCCCC)CCCCCCCC,CC1(C)C(CCC1(C)C(O)=O)C(O)=O,-11.60981451,12934,CCCCCCCCN(CCCCCCCC)CCCCCCCC,CC1(C(=O)O)CCC(C(=O)O)C1(C)C,Y,-11.608547,0.0012675099999999162,0.0012675099999999162,CC1(C(=O)O)CCC(C(=O)O)C1(C)C.CCCCCCCCN(CCCCCCCC)CCCCCCCC
C(C=Cc1cc2)c1cc2,CN1C=C(C(=O)C2=C1C=C(F)C=C2)S(C)=O,-15.40839973,697322,C1=Cc2ccccc2C1,Cn1cc(S(C)=O)c(=O)c2ccc(F)cc21,Y,-15.406932000000001,0.001467729999998113,0.001467729999998113,Cn1cc(S(C)=O)c(=O)c2ccc(F)cc21.C1=Cc2ccccc2C1
OC(C)=O,Oc2cc1ncccc1cc2,-13.83738572,259418,CC(=O)O,Oc1ccc2cccnc2c1,Y,-13.835605,0.0017807200000010681,0.0017807200000010681,Oc1ccc2cccnc2c1.CC(=O)O
