solvent,solute,DGsolv_cosmo,index,can_smiles_solvent,can_smiles_solute,Atom_bond_type_overlap_with_exp,DGsolv,AE,Signed_Err,concat_smiles
NCCCC,COC1=CC=CC(CC2=CNC3=C2C=CC=N3)=C1,-17.00805249,660672,CCCCN,COc1cccc(Cc2c[nH]c3ncccc23)c1,Y,-17.008024,2.8490000001824e-05,2.8490000001824e-05,COc1cccc(Cc2c[nH]c3ncccc23)c1.CCCCN
CC(=C)C#C,CSCCSC,-7.17106209,525939,C#CC(=C)C,CSCCSC,Y,-7.1711593,9.72099999998477e-05,-9.72099999998477e-05,CSCCSC.C#CC(=C)C
O,Fc1ccoc1C,-0.26150227,302043,O,Cc1occc1F,Y,-0.2613503,0.00015197000000000127,0.00015197000000000127,Cc1occc1F.O
CCCCC#N,CCCCCCCCP(CCCCCCCC)CCCCCCCC,-16.20964786,637422,CCCCC#N,CCCCCCCCP(CCCCCCCC)CCCCCCCC,Y,-16.209824,0.00017614000000065744,-0.00017614000000065744,CCCCCCCCP(CCCCCCCC)CCCCCCCC.CCCCC#N
OCCOCCO,OCCCCCCO,-11.46244934,562885,OCCOCCO,OCCCCCCO,Y,-11.462627,0.00017766000000030147,-0.00017766000000030147,OCCCCCCO.OCCOCCO
CCC(C)=C,Oc1ccc(cc1)C=CC(O)=O,-12.12117475,807098,C=C(C)CC,O=C(O)C=Cc1ccc(O)cc1,Y,-12.121383,0.00020825000000002092,-0.00020825000000002092,O=C(O)C=Cc1ccc(O)cc1.C=C(C)CC
OCCO,FCC(C(F)(F)F)OC(F)(F)C(F)(F)C(F)(F)F,-1.54326618,169619,OCCO,FCC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,Y,-1.5430366,0.0002295800000000625,0.0002295800000000625,FCC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.OCCO
O=CN,Sc1cscc1,-5.84330696,309813,NC=O,Sc1ccsc1,Y,-5.8436675,0.0003605399999999648,-0.0003605399999999648,Sc1ccsc1.NC=O
CC(C)CC(C)=O,c(csc1c2sccc2)c1,-9.67141639,766868,CC(=O)CC(C)C,c1csc(-c2cccs2)c1,Y,-9.671781,0.00036461000000009847,-0.00036461000000009847,c1csc(-c2cccs2)c1.CC(=O)CC(C)C
CN1CCCCC1=O,CC(C)(C)NC=O,-8.34224742,180008,CN1CCCCC1=O,CC(C)(C)NC=O,Y,-8.3418455,0.0004019199999998335,0.0004019199999998335,CC(C)(C)NC=O.CN1CCCCC1=O
COCCOCCOC,FC(F)(F)N(C(F)(F)F)C(F)(F)F,0.04315846,136856,COCCOCCOC,FC(F)(F)N(C(F)(F)F)C(F)(F)F,Y,0.04268943,0.0004690300000000022,-0.0004690300000000022,FC(F)(F)N(C(F)(F)F)C(F)(F)F.COCCOCCOC
OC1CCCCC1,CN3c2ccccc2C(=NCC3)c1ccccc1,-13.41069989,924272,OC1CCCCC1,CN1CCN=C(c2ccccc2)c2ccccc21,Y,-13.411188,0.0004881099999991534,-0.0004881099999991534,CN1CCN=C(c2ccccc2)c2ccccc21.OC1CCCCC1
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,O=C2NC(=O)NC(C2CC1=CCCCC1)=O,-14.13307457,211428,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,O=C1NC(=O)C(CC2=CCCCC2)C(=O)N1,Y,-14.13254,0.0005345699999992348,0.0005345699999992348,O=C1NC(=O)C(CC2=CCCCC2)C(=O)N1.CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC
CCOC(OCC)=O,FC(F)(F)S(=O)(=O)NC(c1ccccc1)=O,-13.63031554,149212,CCOC(=O)OCC,O=C(NS(=O)(=O)C(F)(F)F)c1ccccc1,Y,-13.629728,0.00058753999999972,0.00058753999999972,O=C(NS(=O)(=O)C(F)(F)F)c1ccccc1.CCOC(=O)OCC
